Word,Prefix_Stem,Prefix_Suffix,Suffix_Stem,Suffix_Suffix
world,wo,rld,worl,d
march,ma,rch,marc,h
events,e,vents,event,s
decay,de,cay,deca,y
systems,s,ystems,system,s
pole,po,le,pol,e
contrast,co,ntrast,contras,t
tension,te,nsion,tensi,on
approaches,a,pproaches,approache,s
imagination,i,magination,imaginati,on
decay,de,cay,deca,y
sense,s,ense,sens,e
reference,re,ference,referenc,e
imitation,i,mitation,imitati,on
mystery,m,ystery,myster,y
stress,s,tress,stres,s
invention,in,vention,inventi,on
insights,in,sights,insight,s
nature,na,ture,natur,e
art,a,rt,ar,t
philosophy,p,hilosophy,philosoph,y
art,a,rt,ar,t
authenticity,a,uthenticity,authenticit,y
day,da,y,da,y
age,a,ge,ag,e
promise,pro,mise,promis,e
substance,s,ubstance,substanc,e
chapters,c,hapters,chapter,s
philosophy,p,hilosophy,philosoph,y
art,a,rt,ar,t
imitation,i,mitation,imitati,on
arts,a,rts,art,s
mode,m,ode,mod,e
rationalism,ra,tionalism,rational,ism
realism,re,alism,real,ism
concept,co,ncept,concep,t
imitation,i,mitation,imitati,on
invention,in,vention,inventi,on
creativity,c,reativity,creativit,y
part,pa,rt,par,t
factors,fa,ctors,factor,s
hand,ha,nd,han,d
invention,in,vention,inventi,on
times,t,imes,time,s
doctrine,do,ctrine,doctrin,e
imitation,i,mitation,imitati,on
solipsism,s,olipsism,solips,ism
futility,f,utility,futilit,y
formalism,fo,rmalism,formal,ism
aim,a,im,ai,m
essay,e,ssay,essa,y
theory,t,heory,theor,y
imitation,i,mitation,imitati,on
mimesis,m,imesis,mimesi,s
order,o,rder,ord,er
theories,t,heories,theorie,s
imitation,i,mitation,imitati,on
theory,t,heory,theor,y
invention,in,vention,inventi,on
symbol,s,ymbol,symbo,l
reasons,re,asons,reason,s
imagination,i,magination,imaginati,on
arts,a,rts,art,s
word,wo,rd,wor,d
mimesis,m,imesis,mimesi,s
imitation,i,mitation,imitati,on
imitation,i,mitation,imitati,on
reality,re,ality,realit,y
copy,co,py,cop,y
appearance,a,ppearance,appearanc,e
copy,co,py,cop,y
essence,e,ssence,essenc,e
representations,re,presentations,representation,s
imitations,i,mitations,imitation,s
imitations,i,mitations,imitation,s
truth,t,ruth,tru,th
value,va,lue,valu,e
dialectic,di,alectic,dialect,ic
use,u,se,us,e
intellect,in,tellect,intellec,t
judgment,ju,dgment,judgmen,t
arts,a,rts,art,s
role,ro,le,rol,e
society,s,ociety,societ,y
education,e,ducation,educati,on
development,de,velopment,developmen,t
powers,po,wers,power,s
system,s,ystem,syste,m
doctrine,do,ctrine,doctrin,e
levels,le,vels,level,s
insight,in,sight,insigh,t
kind,k,ind,kin,d
understanding,un,derstanding,understand,ing
wisdom,wi,sdom,wisdo,m
aspects,a,spects,aspect,s
nature,na,ture,natur,e
activity,a,ctivity,activit,y
levels,le,vels,level,s
excellence,e,xcellence,excellenc,e
intellect,in,tellect,intellec,t
level,le,vel,lev,el
arts,a,rts,art,s
modes,m,odes,mode,s
imitation,i,mitation,imitati,on
role,ro,le,rol,e
mimesis,m,imesis,mimesi,s
principle,p,rinciple,principl,e
levels,le,vels,level,s
kinds,k,inds,kind,s
character,c,haracter,charact,er
action,a,ction,acti,on
play,p,lay,pla,y
vehicle,ve,hicle,vehicl,e
truths,t,ruths,truth,s
mimesis,m,imesis,mimesi,s
contrast,co,ntrast,contras,t
power,po,wer,pow,er
dialectic,di,alectic,dialect,ic
character,c,haracter,charact,er
reality,re,ality,realit,y
concern,co,ncern,concer,n
volume,vo,lume,volum,e
shift,s,hift,shif,t
theory,t,heory,theor,y
imitation,i,mitation,imitati,on
recognition,re,cognition,recogniti,on
levels,le,vels,level,s
truth,t,ruth,tru,th
theory,t,heory,theor,y
imitation,i,mitation,imitati,on
levels,le,vels,level,s
theme,t,heme,them,e
artist,a,rtist,art,ist
critic,c,ritic,crit,ic
events,e,vents,event,s
figures,fi,gures,figure,s
power,po,wer,pow,er
reality,re,ality,realit,y
realism,re,alism,real,ism
audience,a,udience,audienc,e
participation,pa,rticipation,participati,on
events,e,vents,event,s
overtones,o,vertones,overtone,s
implications,i,mplications,implication,s
mimesis,m,imesis,mimesi,s
influence,in,fluence,influenc,e
involvement,in,volvement,involvemen,t
persons,p,ersons,person,s
drama,d,rama,dram,a
artist,a,rtist,art,ist
philosopher,p,hilosopher,philosoph,er
observer,o,bserver,observ,er
levels,le,vels,level,s
abstraction,a,bstraction,abstracti,on
conveyor,co,nveyor,convey,or
reality,re,ality,realit,y
word,wo,rd,wor,d
mimesis,m,imesis,mimesi,s
implications,i,mplications,implication,s
forms,fo,rms,form,s
art,a,rt,ar,t
myth,m,yth,my,th
powers,po,wers,power,s
expression,e,xpression,expressi,on
mind,m,ind,min,d
consequence,co,nsequence,consequenc,e
involvement,in,volvement,involvemen,t
experience,e,xperience,experienc,e
mind,m,ind,min,d
moments,m,oments,moment,s
reflection,re,flection,reflecti,on
instance,in,stance,instanc,e
mimesis,m,imesis,mimesi,s
recalling,re,calling,recall,ing
experience,e,xperience,experienc,e
terms,te,rms,term,s
images,i,mages,image,s
terms,te,rms,term,s
ideas,i,deas,idea,s
designations,de,signations,designation,s
image,i,mage,imag,e
presentation,p,resentation,presentati,on
sensations,s,ensations,sensation,s
senses,s,enses,sense,s
feelings,fe,elings,feeling,s
function,f,unction,functi,on
imagination,i,magination,imaginati,on
absence,a,bsence,absenc,e
stimulus,s,timulus,stimulu,s
images,i,mages,image,s
Mimesis,M,imesis,Mimesi,s
thing,t,hing,th,ing
experience,e,xperience,experienc,e
person,p,erson,pers,on
images,i,mages,image,s
force,fo,rce,forc,e
depth,de,pth,dep,th
experience,e,xperience,experienc,e
images,i,mages,image,s
counterparts,co,unterparts,counterpart,s
experience,e,xperience,experienc,e
qualities,qua,lities,qualitie,s
fields,fi,elds,field,s
force,fo,rce,forc,e
influence,in,fluence,influenc,e
sensibilities,s,ensibilities,sensibilitie,s
relatedness,re,latedness,relatednes,s
component,co,mponent,componen,t
value,va,lue,valu,e
attractions,a,ttractions,attraction,s
repulsions,re,pulsions,repulsion,s
quality,qua,lity,qualit,y
experience,e,xperience,experienc,e
entities,e,ntities,entitie,s
interrelations,in,terrelations,interrelation,s
value,va,lue,valu,e
feelings,fe,elings,feeling,s
presentation,p,resentation,presentati,on
images,i,mages,image,s
Mimesis,M,imesis,Mimesi,s
literalism,li,teralism,literal,ism
realism,re,alism,real,ism
sense,s,ense,sens,e
word,wo,rd,wor,d
dictionary,di,ctionary,dictionar,y
meaning,m,eaning,mean,ing
image,i,mage,imag,e
object,o,bject,objec,t
picturing,pi,cturing,pictur,ing
scene,s,cene,scen,e
vividness,vi,vidness,vividnes,s
abstractions,a,bstractions,abstraction,s
reception,re,ception,recepti,on
incitement,in,citement,incitemen,t
value,va,lue,valu,e
feelings,fe,elings,feeling,s
experience,e,xperience,experienc,e
people,p,eople,peopl,e
clues,c,lues,clue,s
behavior,be,havior,behavi,or
awareness,a,wareness,awarenes,s
vitality,vi,tality,vitalit,y
field,fi,eld,fiel,d
imagination,i,magination,imaginati,on
recollection,re,collection,recollecti,on
sense,s,ense,sens,e
immediacy,i,mmediacy,immediac,y
character,c,haracter,charact,er
consciousness,co,nsciousness,consciousnes,s
presentation,p,resentation,presentati,on
forms,fo,rms,form,s
materials,ma,terials,material,s
words,wo,rds,word,s
way,wa,y,wa,y
force,fo,rce,forc,e
sights,s,ights,sight,s
sounds,s,ounds,sound,s
tones,to,nes,tone,s
sound,s,ound,soun,d
colors,co,lors,color,s
paint,pa,int,pain,t
shape,s,hape,shap,e
sensibilities,s,ensibilities,sensibilitie,s
force,fo,rce,forc,e
data,da,ta,dat,a
observer,o,bserver,observ,er
attitude,a,ttitude,attitud,e
attention,a,ttention,attenti,on
way,wa,y,wa,y
experience,e,xperience,experienc,e
character,c,haracter,charact,er
door,do,or,do,or
consciousness,co,nsciousness,consciousnes,s
entrance,e,ntrance,entranc,e
ways,wa,ys,way,s
world,wo,rld,worl,d
self,s,elf,sel,f
self,s,elf,sel,f
decision,de,cision,decisi,on
choice,c,hoice,choic,e
presence,p,resence,presenc,e
mimesis,m,imesis,mimesi,s
art,a,rt,ar,t
persistence,p,ersistence,persistenc,e
work,work,,wor,k
attention,a,ttention,attenti,on
valuation,va,luation,valuati,on
conceptions,co,nceptions,conception,s
mimesis,m,imesis,mimesi,s
presuppositions,p,resuppositions,presupposition,s
nature,na,ture,natur,e
experience,e,xperience,experienc,e
exposition,e,xposition,expositi,on
argument,a,rgument,argumen,t
Experience,E,xperience,Experienc,e
rationalism,ra,tionalism,rational,ism
objects,o,bjects,object,s
space,s,pace,spac,e
character,c,haracter,charact,er
movements,m,ovements,movement,s
changes,c,hanges,change,s
intellect,in,tellect,intellec,t
experience,e,xperience,experienc,e
attitude,a,ttitude,attitud,e
empiricism,e,mpiricism,empiric,ism
signals,s,ignals,signal,s
qualities,qua,lities,qualitie,s
responses,re,sponses,response,s
sense,s,ense,sens,e
organs,o,rgans,organ,s
feelings,fe,elings,feeling,s
world,wo,rld,worl,d
collection,co,llection,collecti,on
objects,o,bjects,object,s
houses,ho,uses,house,s
trees,t,rees,tree,s
implements,i,mplements,implement,s
collection,co,llection,collecti,on
qualities,qua,lities,qualitie,s
contrast,co,ntrast,contras,t
data,da,ta,dat,a
data,da,ta,dat,a
self,s,elf,sel,f
processes,pro,cesses,processe,s
powers,po,wers,power,s
feelings,fe,elings,feeling,s
value,va,lue,valu,e
feelings,fe,elings,feeling,s
desire,de,sire,desir,e
part,pa,rt,par,t
environment,e,nvironment,environmen,t
desire,de,sire,desir,e
part,pa,rt,par,t
desires,de,sires,desire,s
sense,s,ense,sens,e
powers,po,wers,power,s
good,g,ood,goo,d
others,o,thers,other,s
ill,i,ll,il,l
mind,m,ind,min,d
place,p,lace,plac,e
consciousness,co,nsciousness,consciousnes,s
feelings,fe,elings,feeling,s
values,va,lues,value,s
actions,a,ctions,action,s
life,li,fe,lif,e
constellations,co,nstellations,constellation,s
process,pro,cess,proces,s
defender,de,fender,defend,er
view,vi,ew,vi,ew
experience,e,xperience,experienc,e
efficacy,e,fficacy,efficac,y
impressions,i,mpressions,impression,s
arena,a,rena,aren,a
powers,po,wers,power,s
past,pa,st,pas,t
movement,m,ovement,movemen,t
present,p,resent,presen,t
future,f,uture,futur,e
quality,qua,lity,qualit,y
powers,po,wers,power,s
degree,de,gree,degre,e
processes,pro,cesses,processe,s
errors,e,rrors,error,s
judgment,ju,dgment,judgmen,t
apprehensions,a,pprehensions,apprehension,s
value,va,lue,valu,e
apprehensions,a,pprehensions,apprehension,s
stuff,s,tuff,stuf,f
experience,e,xperience,experienc,e
deal,de,al,de,al
abstraction,a,bstraction,abstracti,on
impression,i,mpression,impressi,on
unities,un,ities,unitie,s
power,po,wer,pow,er
influence,in,fluence,influenc,e
world,wo,rld,worl,d
collection,co,llection,collecti,on
sense,s,ense,sens,e
data,da,ta,dat,a
sequence,s,equence,sequenc,e
pattern,pa,ttern,patter,n
power,po,wer,pow,er
feelings,fe,elings,feeling,s
actions,a,ctions,action,s
inspection,in,spection,inspecti,on
understanding,un,derstanding,understand,ing
nature,na,ture,natur,e
experience,e,xperience,experienc,e
epistemology,e,pistemology,epistemolog,y
presupposition,p,resupposition,presuppositi,on
experience,e,xperience,experienc,e
sense,s,ense,sens,e
data,da,ta,dat,a
abstraction,a,bstraction,abstracti,on
efficacy,e,fficacy,efficac,y
efficacy,e,fficacy,efficac,y
world,wo,rld,worl,d
sensation,s,ensation,sensati,on
perception,p,erception,percepti,on
mode,m,ode,mod,e
immediacy,i,mmediacy,immediac,y
abstraction,a,bstraction,abstracti,on
perception,p,erception,percepti,on
mode,m,ode,mod,e
efficacy,e,fficacy,efficac,y
perception,p,erception,percepti,on
sense,s,ense,sens,e
data,da,ta,dat,a
quality,qua,lity,qualit,y
interconnectedness,in,terconnectedness,interconnectednes,s
existence,e,xistence,existenc,e
objectivity,o,bjectivity,objectivit,y
invention,in,vention,inventi,on
consciousness,co,nsciousness,consciousnes,s
result,re,sult,resul,t
scepticism,s,cepticism,sceptic,ism
way,wa,y,wa,y
existence,e,xistence,existenc,e
unity,un,ity,unit,y
processes,pro,cesses,processe,s
form,fo,rm,for,m
understanding,un,derstanding,understand,ing
vagueness,va,gueness,vaguenes,s
tendency,te,ndency,tendenc,y
detail,de,tail,det,ail
way,wa,y,wa,y
man,ma,n,m,an
world,wo,rld,worl,d
respect,re,spect,respec,t
experience,e,xperience,experienc,e
variety,va,riety,variet,y
meanings,m,eanings,meaning,s
mind,m,ind,min,d
man,ma,n,m,an
arts,a,rts,art,s
culture,c,ulture,cultur,e
characteristic,c,haracteristic,characterist,ic
experience,e,xperience,experienc,e
mode,m,ode,mod,e
efficacy,e,fficacy,efficac,y
derivation,de,rivation,derivati,on
past,pa,st,pas,t
feelings,fe,elings,feeling,s
chain,c,hain,cha,in
events,e,vents,event,s
past,pa,st,pas,t
sources,s,ources,source,s
entity,e,ntity,entit,y
years,y,ears,year,s
indications,in,dications,indication,s
melioration,m,elioration,meliorati,on
degree,de,gree,degre,e
indications,in,dications,indication,s
century,c,entury,centur,y
statisticians,s,tatisticians,statistician,s
years,y,ears,year,s
automobile,a,utomobile,automobil,e
ride,ri,de,rid,e
town,to,wn,tow,n
town,to,wn,tow,n
companion,co,mpanion,compani,on
school,s,chool,schoo,l
school,s,chool,schoo,l
instance,in,stance,instanc,e
appearance,a,ppearance,appearanc,e
thing,t,hing,th,ing
change,c,hange,chang,e
sort,s,ort,sor,t
renewal,re,newal,renew,al
interference,in,terference,interferenc,e
beginning,be,ginning,beginn,ing
improvement,i,mprovement,improvemen,t
years,y,ears,year,s
feeling,fe,eling,feel,ing
right,ri,ght,righ,t
virtue,vi,rtue,virtu,e
people,p,eople,peopl,e
strategy,s,trategy,strateg,y
vices,vi,ces,vice,s
virtue,vi,rtue,virtu,e
world,wo,rld,worl,d
adversaries,a,dversaries,adversarie,s
people,p,eople,peopl,e
years,y,ears,year,s
slave,s,lave,slav,e
factory,fa,ctory,factor,y
worker,work,er,work,er
time,t,ime,tim,e
line,li,ne,lin,e
spirit,s,pirit,spiri,t
integration,in,tegration,integrati,on
line,li,ne,lin,e
People,P,eople,Peopl,e
law,la,w,l,aw
land,la,nd,lan,d
expression,e,xpression,expressi,on
cliche,c,liche,clich,e
people,p,eople,peopl,e
standards,s,tandards,standard,s
law,la,w,l,aw
lunch,lu,nch,lunc,h
apologies,a,pologies,apologie,s
historians,hi,storians,historian,s
history,hi,story,histor,y
instances,in,stances,instance,s
mores,m,ores,more,s
speed,s,peed,sp,eed
instancy,in,stancy,instanc,y
words,wo,rds,word,s
fiat,fi,at,fia,t
judge,ju,dge,judg,e
while,whi,le,whil,e
jurist,ju,rist,jur,ist
effect,e,ffect,effec,t
years,y,ears,year,s
length,le,ngth,leng,th
time,t,ime,tim,e
change,c,hange,chang,e
change,c,hange,chang,e
occupation,o,ccupation,occupati,on
sort,s,ort,sor,t
change,c,hange,chang,e
desert,de,sert,deser,t
peace,p,eace,peac,e
law,la,w,l,aw
land,la,nd,lan,d
times,t,imes,time,s
decision,de,cision,decisi,on
letter,le,tter,lett,er
Prohibition,P,rohibition,Prohibiti,on
law,la,w,l,aw
land,la,nd,lan,d
oldsters,o,ldsters,oldster,s
prohibition,pro,hibition,prohibiti,on
days,da,ys,day,s
cliche,c,liche,clich,e
virtue,vi,rtue,virtu,e
light,li,ght,ligh,t
history,hi,story,histor,y
governments,g,overnments,government,s
powers,po,wers,power,s
consent,co,nsent,consen,t
phrase,p,hrase,phras,e
consent,co,nsent,consen,t
look,lo,ok,loo,k
consent,co,nsent,consen,t
majority,ma,jority,majorit,y
question,que,stion,questi,on
tyranny,t,yranny,tyrann,y
majority,ma,jority,majorit,y
theory,t,heory,theor,y
majority,ma,jority,majorit,y
portion,po,rtion,porti,on
community,co,mmunity,communit,y
action,a,ction,acti,on
government,g,overnment,governmen,t
negative,ne,gative,negativ,e
others,o,thers,other,s
legislation,le,gislation,legislati,on
country,co,untry,countr,y
community,co,mmunity,communit,y
peculiarities,p,eculiarities,peculiaritie,s
order,o,rder,ord,er
region,re,gion,regi,on
portion,po,rtion,porti,on
action,a,ction,acti,on
concept,co,ncept,concep,t
consent,co,nsent,consen,t
Circumstances,C,ircumstances,Circumstance,s
cases,ca,ses,case,s
friend,f,riend,frien,d
order,o,rder,ord,er
trouble,t,rouble,troubl,e
marriage,ma,rriage,marriag,e
bell,be,ll,bel,l
trouble,t,rouble,troubl,e
difference,di,fference,differenc,e
history,hi,story,histor,y
aloofness,a,loofness,aloofnes,s
viewpoint,vi,ewpoint,viewpoin,t
insouciance,in,souciance,insoucianc,e
trouble,t,rouble,troubl,e
ground,g,round,groun,d
daughter,da,ughter,daught,er
academy,a,cademy,academ,y
girls,g,irls,girl,s
son,s,on,s,on
academy,a,cademy,academ,y
boys,bo,ys,boy,s
impunity,i,mpunity,impunit,y
academy,a,cademy,academ,y
neighborhood,ne,ighborhood,neighborhoo,d
academies,a,cademies,academie,s
fugitives,f,ugitives,fugitive,s
provinces,pro,vinces,province,s
student,s,tudent,studen,t
show,s,how,sh,ow
place,p,lace,plac,e
integration,in,tegration,integrati,on
colleges,co,lleges,college,s
prep,p,rep,pre,p
schools,s,chools,school,s
newspaper,ne,wspaper,newspap,er
report,re,port,repor,t
class,c,lass,clas,s
cent,c,ent,cen,t
institution,in,stitution,instituti,on
children,c,hildren,childr,en
school,s,chool,schoo,l
proof,pro,of,proo,f
faith,fa,ith,fai,th
account,a,ccount,accoun,t
question,que,stion,questi,on
interests,in,terests,interest,s
children,c,hildren,childr,en
question,que,stion,questi,on
interests,in,terests,interest,s
manner,ma,nner,mann,er
people,p,eople,peopl,e
voice,vo,ice,voic,e
right,ri,ght,righ,t
voice,vo,ice,voic,e
voices,vo,ices,voice,s
pattern,pa,ttern,patter,n
children,c,hildren,childr,en
schools,s,chools,school,s
folks,fo,lks,folk,s
class,c,lass,clas,s
friction,f,riction,fricti,on
friend,f,riend,frien,d
years,y,ears,year,s
complicity,co,mplicity,complicit,y
teacher,te,acher,teach,er
literature,li,terature,literatur,e
burden,bu,rden,burd,en
harvest,ha,rvest,harves,t
legend,le,gend,legen,d
effect,e,ffect,effec,t
voyage,vo,yage,voyag,e
cargo,ca,rgo,carg,o
slaves,s,laves,slave,s
fact,fa,ct,fac,t
legend,le,gend,legen,d
value,va,lue,valu,e
Complicity,Co,mplicity,Complicit,y
word,wo,rd,wor,d
cowboy,co,wboy,cowbo,y
way,wa,y,wa,y
recognition,re,cognition,recogniti,on
complicity,co,mplicity,complicit,y
beginning,be,ginning,beginn,ing
innocence,in,nocence,innocenc,e
innocence,in,nocence,innocenc,e
thing,t,hing,th,ing
redemption,re,demption,redempti,on
man,ma,n,m,an
hope,ho,pe,hop,e
war,wa,r,w,ar
woe,wo,e,wo,e
offense,o,ffense,offens,e
wealth,we,alth,weal,th
years,y,ears,year,s
toil,to,il,toi,l
historian,hi,storian,histori,an
economist,e,conomist,econom,ist
portion,po,rtion,porti,on
wealth,we,alth,weal,th
hands,ha,nds,hand,s
descendants,de,scendants,descendant,s
slave,s,lave,slav,e
trade,tra,de,trad,e
generations,g,enerations,generation,s
wealth,we,alth,weal,th
while,whi,le,whil,e
manipulations,ma,nipulations,manipulation,s
finance,fi,nance,financ,e
taint,ta,int,tain,t
question,que,stion,questi,on
minds,m,inds,mind,s
slaves,s,laves,slave,s
profits,pro,fits,profit,s
sense,s,ense,sens,e
profits,pro,fits,profit,s
beneficiaries,be,neficiaries,beneficiarie,s
care,ca,re,car,e
idealist,i,dealist,ideal,ist
doctrinaire,do,ctrinaire,doctrinair,e
note,no,te,not,e
applause,a,pplause,applaus,e
ransom,ra,nsom,ranso,m
owner,o,wner,own,er
bag,ba,g,ba,g
brim,b,rim,bri,m
owner,o,wner,own,er
slave,s,lave,slav,e
owner,o,wner,own,er
abstractionism,a,bstractionism,abstraction,ism
unrealism,un,realism,unreal,ism
idealist,i,dealist,ideal,ist
aspects,a,spects,aspect,s
audience,a,udience,audienc,e
indignation,in,dignation,indignati,on
discomfort,dis,comfort,discomfor,t
money,m,oney,mone,y
transaction,tra,nsaction,transacti,on
brokerage,b,rokerage,brokerag,e
hands,ha,nds,hand,s
run,ru,n,ru,n
bit,bi,t,bi,t
subject,s,ubject,subjec,t
complicity,co,mplicity,complicit,y
slavery,s,lavery,slaver,y
time,t,ime,tim,e
drafting,d,rafting,draft,ing
clause,c,lause,claus,e
enslaving,e,nslaving,enslav,ing
inhabitants,in,habitants,inhabitant,s
complaisance,co,mplaisance,complaisanc,e
importation,i,mportation,importati,on
slaves,s,laves,slave,s
brethren,b,rethren,brethr,en
censures,c,ensures,censure,s
people,p,eople,peopl,e
slaves,s,laves,slave,s
carriers,ca,rriers,carrier,s
others,o,thers,other,s
time,t,ime,tim,e
conscience,co,nscience,conscienc,e
name,na,me,nam,e
question,que,stion,questi,on
schoolmaster,s,choolmaster,schoolmast,er
area,a,rea,are,a
universities,un,iversities,universitie,s
colleges,co,lleges,college,s
schools,s,chools,school,s
section,s,ection,secti,on
education,e,ducation,educati,on
start,s,tart,star,t
example,e,xample,exampl,e
state,s,tate,stat,e
university,un,iversity,universit,y
symbol,s,ymbol,symbo,l
democracy,de,mocracy,democrac,y
parts,pa,rts,part,s
country,co,untry,countr,y
bit,bi,t,bi,t
states,s,tates,state,s
state,s,tate,stat,e
institutions,in,stitutions,institution,s
university,un,iversity,universit,y
status,s,tatus,statu,s
past,pa,st,pas,t
institutions,in,stitutions,institution,s
colleges,co,lleges,college,s
training,tra,ining,train,ing
immigrant,i,mmigrant,immigran,t
class,c,lass,clas,s
part,pa,rt,par,t
world,wo,rld,worl,d
period,p,eriod,perio,d
immigrants,i,mmigrants,immigrant,s
mills,m,ills,mill,s
labor,la,bor,lab,or
shortage,s,hortage,shortag,e
migration,m,igration,migrati,on
state,s,tate,stat,e
state,s,tate,stat,e
university,un,iversity,universit,y
state,s,tate,stat,e
universities,un,iversities,universitie,s
immigration,i,mmigration,immigrati,on
historian,hi,storian,histori,an
years,y,ears,year,s
children,c,hildren,childr,en
college,co,llege,colleg,e
situation,s,ituation,situati,on
schools,s,chools,school,s
galaxy,ga,laxy,galax,y
land,la,nd,lan,d
history,hi,story,histor,y
surmises,s,urmises,surmise,s
eminence,e,minence,eminenc,e
pressure,p,ressure,pressur,e
immigrants,i,mmigrants,immigrant,s
families,fa,milies,familie,s
children,c,hildren,childr,en
days,da,ys,day,s
population,po,pulation,populati,on
school,s,chool,schoo,l
recipients,re,cipients,recipient,s
readers,re,aders,reader,s
discoveries,dis,coveries,discoverie,s
poet,po,et,po,et
novelist,no,velist,novel,ist
award,a,ward,aw,ard
centennial,c,entennial,centenni,al
years,y,ears,year,s
master,ma,ster,mast,er
prose,pro,se,pros,e
verse,ve,rse,vers,e
glory,g,lory,glor,y
past,pa,st,pas,t
present,p,resent,presen,t
sketch,s,ketch,sketc,h
outline,o,utline,outlin,e
life,li,fe,lif,e
family,fa,mily,famil,y
side,s,ide,sid,e
descent,de,scent,descen,t
nobility,no,bility,nobilit,y
family,fa,mily,famil,y
estate,e,state,estat,e
region,re,gion,regi,on
associations,a,ssociations,association,s
boy,bo,y,bo,y
school,s,chool,schoo,l
fondness,fo,ndness,fondnes,s
nature,na,ture,natur,e
visions,vi,sions,vision,s
glory,g,lory,glor,y
chieftain,c,hieftain,chiefta,in
part,pa,rt,par,t
health,he,alth,heal,th
age,a,ge,ag,e
passion,pa,ssion,passi,on
years,y,ears,year,s
summers,s,ummers,summer,s
home,ho,me,hom,e
disapproval,dis,approval,disapprov,al
